# Disease ID,Disease Name,Gene ID
C0009375,Colonic Neoplasms,6648
C0009375,Colonic Neoplasms,6678
C0009375,Colonic Neoplasms,6714
C0009375,Colonic Neoplasms,6774
C0009375,Colonic Neoplasms,6817
C0009375,Colonic Neoplasms,6876
C0009375,Colonic Neoplasms,6934
C0009375,Colonic Neoplasms,6941
C0009375,Colonic Neoplasms,7048
C0009375,Colonic Neoplasms,7124
C0009375,Colonic Neoplasms,7157
C0009375,Colonic Neoplasms,7170
C0009375,Colonic Neoplasms,72
C0009375,Colonic Neoplasms,7298
C0009375,Colonic Neoplasms,7372
C0009375,Colonic Neoplasms,7422
C0009375,Colonic Neoplasms,7490
C0009375,Colonic Neoplasms,781
C0009375,Colonic Neoplasms,80196
C0009375,Colonic Neoplasms,8313
C0009375,Colonic Neoplasms,8434
C0009375,Colonic Neoplasms,8549
C0009375,Colonic Neoplasms,8678
C0009375,Colonic Neoplasms,873
C0009375,Colonic Neoplasms,8743
C0009375,Colonic Neoplasms,8797
C0009375,Colonic Neoplasms,8842
C0009375,Colonic Neoplasms,894
C0009375,Colonic Neoplasms,9235
C0006111,Brain Diseases,10319
C0006111,Brain Diseases,10617
C0006111,Brain Diseases,11277
C0006111,Brain Diseases,1356
C0006111,Brain Diseases,1548
C0006111,Brain Diseases,213
C0006111,Brain Diseases,3456
C0006111,Brain Diseases,3458
C0006111,Brain Diseases,351
C0006111,Brain Diseases,4143
C0006111,Brain Diseases,4353
C0006111,Brain Diseases,4968
C0006111,Brain Diseases,6341
C0006111,Brain Diseases,6505
C0006111,Brain Diseases,7054
C0006111,Brain Diseases,7248
C0006111,Brain Diseases,7249
C0006111,Brain Diseases,7298
C0006111,Brain Diseases,80169
C0006111,Brain Diseases,8635
C0006111,Brain Diseases,8851
C0006111,Brain Diseases,9152
C0005138,Berylliosis,1636
C0005138,Berylliosis,2730
C0005138,Berylliosis,3115
C0005138,Berylliosis,3116
C0005138,Berylliosis,3123
C0005138,Berylliosis,3559
C0005138,Berylliosis,3569
C0005138,Berylliosis,56244
C0005138,Berylliosis,7040
C0005138,Berylliosis,7124
C0005138,Berylliosis,940
C0020437,Hypercalcemia,1594
C0020437,Hypercalcemia,3569
C0020437,Hypercalcemia,4982
C0020437,Hypercalcemia,5741
C0020437,Hypercalcemia,5744
C0020437,Hypercalcemia,6569
C0020437,Hypercalcemia,7124
C0020437,Hypercalcemia,796
C0020437,Hypercalcemia,799
C0020437,Hypercalcemia,846
C0020437,Hypercalcemia,8600
C0020437,Hypercalcemia,9365
C0036202,Sarcoidosis,283234
C0036202,Sarcoidosis,311
C0036202,Sarcoidosis,3115
C0036202,Sarcoidosis,3123
C0036202,Sarcoidosis,3606
C0036202,Sarcoidosis,56244
C0036202,Sarcoidosis,64127
C0036202,Sarcoidosis,6556
C0036202,Sarcoidosis,6648
C0036202,Sarcoidosis,7040
C0023903,Liver Neoplasms,10
C0023903,Liver Neoplasms,10188
C0023903,Liver Neoplasms,1027
C0023903,Liver Neoplasms,1029
C0023903,Liver Neoplasms,10397
C0023903,Liver Neoplasms,10468
C0023903,Liver Neoplasms,10897
C0023903,Liver Neoplasms,1124
C0023903,Liver Neoplasms,1149
C0023903,Liver Neoplasms,116966
C0023903,Liver Neoplasms,117159
C0023903,Liver Neoplasms,121256
C0023903,Liver Neoplasms,121551
C0023903,Liver Neoplasms,1233
C0023903,Liver Neoplasms,128439
C0023903,Liver Neoplasms,130814
C0023903,Liver Neoplasms,1375
C0023903,Liver Neoplasms,1381
C0023903,Liver Neoplasms,1432
C0023903,Liver Neoplasms,1437
C0023903,Liver Neoplasms,1440
C0023903,Liver Neoplasms,1499
C0023903,Liver Neoplasms,153129
C0023903,Liver Neoplasms,1571
C0023903,Liver Neoplasms,158038
C0023903,Liver Neoplasms,164395
C0023903,Liver Neoplasms,166336
C0023903,Liver Neoplasms,168002
C0023903,Liver Neoplasms,170691
C0023903,Liver Neoplasms,192286
C0023903,Liver Neoplasms,1948
C0023903,Liver Neoplasms,196
C0023903,Liver Neoplasms,201163
C0023903,Liver Neoplasms,2099
C0023903,Liver Neoplasms,2272
C0023903,Liver Neoplasms,22996
C0023903,Liver Neoplasms,23302
C0023903,Liver Neoplasms,23386
C0023903,Liver Neoplasms,23404
C0023903,Liver Neoplasms,23593
C0023903,Liver Neoplasms,25
C0023903,Liver Neoplasms,2705
C0023903,Liver Neoplasms,27232
C0023903,Liver Neoplasms,283927
C0023903,Liver Neoplasms,2878
C0023903,Liver Neoplasms,2944
C0023903,Liver Neoplasms,30061
C0023903,Liver Neoplasms,302
C0023903,Liver Neoplasms,3054
C0023903,Liver Neoplasms,307
C0023903,Liver Neoplasms,3082
C0023903,Liver Neoplasms,310
C0023903,Liver Neoplasms,3162
C0023903,Liver Neoplasms,325
C0023903,Liver Neoplasms,3265
C0023903,Liver Neoplasms,339896
C0023903,Liver Neoplasms,342945
C0023903,Liver Neoplasms,3439
C0023903,Liver Neoplasms,3481
C0023903,Liver Neoplasms,3558
C0023903,Liver Neoplasms,3592
C0023903,Liver Neoplasms,3593
C0023903,Liver Neoplasms,3697
C0023903,Liver Neoplasms,3725
C0023903,Liver Neoplasms,374955
C0023903,Liver Neoplasms,3845
C0023903,Liver Neoplasms,3856
C0023903,Liver Neoplasms,3875
C0023903,Liver Neoplasms,4057
C0023903,Liver Neoplasms,407021
C0023903,Liver Neoplasms,4609
C0023903,Liver Neoplasms,4645
C0023903,Liver Neoplasms,467
C0023903,Liver Neoplasms,4780
C0023903,Liver Neoplasms,4891
C0023903,Liver Neoplasms,5054
C0023903,Liver Neoplasms,51201
C0023903,Liver Neoplasms,51491
C0023903,Liver Neoplasms,5357
C0023903,Liver Neoplasms,540
C0023903,Liver Neoplasms,5465
C0023903,Liver Neoplasms,5468
C0023903,Liver Neoplasms,5581
C0023903,Liver Neoplasms,5685
C0023903,Liver Neoplasms,57628
C0023903,Liver Neoplasms,5800
C0023903,Liver Neoplasms,5894
C0023903,Liver Neoplasms,6319
C0023903,Liver Neoplasms,64084
C0023903,Liver Neoplasms,641371
C0023903,Liver Neoplasms,6496
C0023903,Liver Neoplasms,6725
C0023903,Liver Neoplasms,673
C0023903,Liver Neoplasms,6774
C0023903,Liver Neoplasms,6925
C0023903,Liver Neoplasms,7039
C0023903,Liver Neoplasms,7124
C0023903,Liver Neoplasms,7157
C0023903,Liver Neoplasms,7204
C0023903,Liver Neoplasms,7358
C0023903,Liver Neoplasms,79039
C0023903,Liver Neoplasms,79879
C0023903,Liver Neoplasms,8100
C0023903,Liver Neoplasms,81572
C0023903,Liver Neoplasms,83597
C0023903,Liver Neoplasms,84263
C0023903,Liver Neoplasms,8743
C0023903,Liver Neoplasms,8916
C0023903,Liver Neoplasms,9215
C0023903,Liver Neoplasms,9317
C0023903,Liver Neoplasms,9970
C0023903,Liver Neoplasms,9971
C0038325,Stevens-Johnson Syndrome,10320
C0038325,Stevens-Johnson Syndrome,10659
C0038325,Stevens-Johnson Syndrome,10987
C0038325,Stevens-Johnson Syndrome,142
C0038325,Stevens-Johnson Syndrome,1440
C0038325,Stevens-Johnson Syndrome,1499
C0038325,Stevens-Johnson Syndrome,2033
C0038325,Stevens-Johnson Syndrome,213
C0038325,Stevens-Johnson Syndrome,26270
C0038325,Stevens-Johnson Syndrome,3105
C0038325,Stevens-Johnson Syndrome,3106
C0038325,Stevens-Johnson Syndrome,3107
C0038325,Stevens-Johnson Syndrome,3440
C0038325,Stevens-Johnson Syndrome,3458
C0038325,Stevens-Johnson Syndrome,4282
C0038325,Stevens-Johnson Syndrome,4734
C0038325,Stevens-Johnson Syndrome,4843
C0038325,Stevens-Johnson Syndrome,4924
C0038325,Stevens-Johnson Syndrome,5371
C0038325,Stevens-Johnson Syndrome,5705
C0038325,Stevens-Johnson Syndrome,5733
C0038325,Stevens-Johnson Syndrome,5740
C0038325,Stevens-Johnson Syndrome,5925
C0038325,Stevens-Johnson Syndrome,7415
C0038325,Stevens-Johnson Syndrome,79139
C0038325,Stevens-Johnson Syndrome,8451
C0038325,Stevens-Johnson Syndrome,8454
C0038325,Stevens-Johnson Syndrome,857
C0038325,Stevens-Johnson Syndrome,9844
C0038325,Stevens-Johnson Syndrome,9978
C0023186,Learning Disorders,10280
C0023186,Learning Disorders,10367
C0023186,Learning Disorders,2890
C0023186,Learning Disorders,3162
C0023186,Learning Disorders,3350
C0023186,Learning Disorders,3363
C0023186,Learning Disorders,347
C0023186,Learning Disorders,351
C0023186,Learning Disorders,3553
C0023186,Learning Disorders,3557
C0023186,Learning Disorders,4137
C0023186,Learning Disorders,4204
C0023186,Learning Disorders,43
C0023186,Learning Disorders,4763
C0023186,Learning Disorders,5071
C0023186,Learning Disorders,5153
C0023186,Learning Disorders,5368
C0023186,Learning Disorders,5447
C0023186,Learning Disorders,5663
C0023186,Learning Disorders,57030
C0023186,Learning Disorders,57084
C0023186,Learning Disorders,596
C0023186,Learning Disorders,6855
C0023186,Learning Disorders,7054
C0023186,Learning Disorders,7200
C0023186,Learning Disorders,7422
C0023186,Learning Disorders,84282
C0024796,Marfan Syndrome,2200
C0024796,Marfan Syndrome,3915
C0024796,Marfan Syndrome,4053
C0024796,Marfan Syndrome,4313
C0024796,Marfan Syndrome,4318
C0024796,Marfan Syndrome,4843
C0024796,Marfan Syndrome,6647
C0024796,Marfan Syndrome,6648
C0024796,Marfan Syndrome,7048
C0024796,Marfan Syndrome,847
C0024121,Lung Neoplasms,100
C0024121,Lung Neoplasms,10063
C0024121,Lung Neoplasms,1012
C0024121,Lung Neoplasms,10253
C0024121,Lung Neoplasms,1026
C0024121,Lung Neoplasms,10266
C0024121,Lung Neoplasms,1027
C0024121,Lung Neoplasms,1028
C0024121,Lung Neoplasms,1029
C0024121,Lung Neoplasms,1066
C0024121,Lung Neoplasms,10919
C0024121,Lung Neoplasms,11009
C0024121,Lung Neoplasms,11186
C0024121,Lung Neoplasms,11200
C0024121,Lung Neoplasms,1136
C0024121,Lung Neoplasms,1138
C0024121,Lung Neoplasms,1139
C0024121,Lung Neoplasms,1143
C0024121,Lung Neoplasms,116285
C0024121,Lung Neoplasms,1291
C0024121,Lung Neoplasms,1326
C0024121,Lung Neoplasms,1401
C0024121,Lung Neoplasms,1432
C0024121,Lung Neoplasms,1490
C0024121,Lung Neoplasms,1499
C0024121,Lung Neoplasms,153090
C0024121,Lung Neoplasms,1544
C0024121,Lung Neoplasms,1545
C0024121,Lung Neoplasms,1548
C0024121,Lung Neoplasms,1571
C0024121,Lung Neoplasms,1591
C0024121,Lung Neoplasms,1612
C0024121,Lung Neoplasms,1636
C0024121,Lung Neoplasms,1776
C0024121,Lung Neoplasms,1788
C0024121,Lung Neoplasms,1796
C0024121,Lung Neoplasms,1806
C0024121,Lung Neoplasms,182
C0024121,Lung Neoplasms,1938
C0024121,Lung Neoplasms,1956
C0024121,Lung Neoplasms,2
C0024121,Lung Neoplasms,2018
C0024121,Lung Neoplasms,2052
C0024121,Lung Neoplasms,2064
C0024121,Lung Neoplasms,2065
C0024121,Lung Neoplasms,207
C0024121,Lung Neoplasms,2074
C0024121,Lung Neoplasms,2099
C0024121,Lung Neoplasms,2202
C0024121,Lung Neoplasms,2254
C0024121,Lung Neoplasms,2260
C0024121,Lung Neoplasms,2263
C0024121,Lung Neoplasms,2272
C0024121,Lung Neoplasms,2305
C0024121,Lung Neoplasms,23462
C0024121,Lung Neoplasms,2353
C0024121,Lung Neoplasms,2520
C0024121,Lung Neoplasms,253650
C0024121,Lung Neoplasms,2627
C0024121,Lung Neoplasms,2638
C0024121,Lung Neoplasms,2697
C0024121,Lung Neoplasms,2705
C0024121,Lung Neoplasms,28234
C0024121,Lung Neoplasms,2876
C0024121,Lung Neoplasms,2878
C0024121,Lung Neoplasms,2886
C0024121,Lung Neoplasms,29108
C0024121,Lung Neoplasms,2944
C0024121,Lung Neoplasms,2950
C0024121,Lung Neoplasms,2952
C0024121,Lung Neoplasms,3162
C0024121,Lung Neoplasms,324
C0024121,Lung Neoplasms,3265
C0024121,Lung Neoplasms,3280
C0024121,Lung Neoplasms,332
C0024121,Lung Neoplasms,335
C0024121,Lung Neoplasms,3399
C0024121,Lung Neoplasms,345
C0024121,Lung Neoplasms,3458
C0024121,Lung Neoplasms,3476
C0024121,Lung Neoplasms,348
C0024121,Lung Neoplasms,355
C0024121,Lung Neoplasms,3553
C0024121,Lung Neoplasms,3558
C0024121,Lung Neoplasms,3569
C0024121,Lung Neoplasms,3586
C0024121,Lung Neoplasms,3659
C0024121,Lung Neoplasms,3725
C0024121,Lung Neoplasms,3726
C0024121,Lung Neoplasms,3845
C0024121,Lung Neoplasms,407035
C0024121,Lung Neoplasms,407041
C0024121,Lung Neoplasms,4170
C0024121,Lung Neoplasms,4233
C0024121,Lung Neoplasms,4312
C0024121,Lung Neoplasms,4319
C0024121,Lung Neoplasms,4353
C0024121,Lung Neoplasms,4354
C0024121,Lung Neoplasms,4524
C0024121,Lung Neoplasms,4609
C0024121,Lung Neoplasms,475
C0024121,Lung Neoplasms,4800
C0024121,Lung Neoplasms,4843
C0024121,Lung Neoplasms,4853
C0024121,Lung Neoplasms,4854
C0024121,Lung Neoplasms,4878
C0024121,Lung Neoplasms,4968
C0024121,Lung Neoplasms,5002
C0024121,Lung Neoplasms,5071
C0024121,Lung Neoplasms,5111
C0024121,Lung Neoplasms,5265
C0024121,Lung Neoplasms,5290
C0024121,Lung Neoplasms,541471
C0024121,Lung Neoplasms,5444
C0024121,Lung Neoplasms,5519
C0024121,Lung Neoplasms,55259
C0024121,Lung Neoplasms,55840
C0024121,Lung Neoplasms,5594
C0024121,Lung Neoplasms,5595
C0024121,Lung Neoplasms,5609
C0024121,Lung Neoplasms,563
C0024121,Lung Neoplasms,5728
C0024121,Lung Neoplasms,5740
C0024121,Lung Neoplasms,5743
C0024121,Lung Neoplasms,5757
C0024121,Lung Neoplasms,5894
C0024121,Lung Neoplasms,5915
C0024121,Lung Neoplasms,595
C0024121,Lung Neoplasms,598
C0024121,Lung Neoplasms,60
C0024121,Lung Neoplasms,6091
C0024121,Lung Neoplasms,634
C0024121,Lung Neoplasms,6362
C0024121,Lung Neoplasms,6414
C0024121,Lung Neoplasms,6439
C0024121,Lung Neoplasms,6441
C0024121,Lung Neoplasms,6599
C0024121,Lung Neoplasms,6657
C0024121,Lung Neoplasms,6696
C0024121,Lung Neoplasms,673
C0024121,Lung Neoplasms,675
C0024121,Lung Neoplasms,6776
C0024121,Lung Neoplasms,6794
C0024121,Lung Neoplasms,7011
C0024121,Lung Neoplasms,7015
C0024121,Lung Neoplasms,7037
C0024121,Lung Neoplasms,7040
C0024121,Lung Neoplasms,7048
C0024121,Lung Neoplasms,7099
C0024121,Lung Neoplasms,7124
C0024121,Lung Neoplasms,7157
C0024121,Lung Neoplasms,7253
C0024121,Lung Neoplasms,7276
C0024121,Lung Neoplasms,7298
C0024121,Lung Neoplasms,7306
C0024121,Lung Neoplasms,7367
C0024121,Lung Neoplasms,7428
C0024121,Lung Neoplasms,7474
C0024121,Lung Neoplasms,7490
C0024121,Lung Neoplasms,7508
C0024121,Lung Neoplasms,780
C0024121,Lung Neoplasms,79930
C0024121,Lung Neoplasms,81037
C0024121,Lung Neoplasms,841
C0024121,Lung Neoplasms,84864
C0024121,Lung Neoplasms,8517
C0024121,Lung Neoplasms,8626
C0024121,Lung Neoplasms,864
C0024121,Lung Neoplasms,8678
C0024121,Lung Neoplasms,8991
C0024121,Lung Neoplasms,900
C0024121,Lung Neoplasms,9046
C0024121,Lung Neoplasms,9547
C0024121,Lung Neoplasms,9588
C0024121,Lung Neoplasms,9940
C0270853,"Myoclonic Epilepsy, Juvenile",114327
C0270853,"Myoclonic Epilepsy, Juvenile",1181
C0270853,"Myoclonic Epilepsy, Juvenile",2554
C0270853,"Myoclonic Epilepsy, Juvenile",2563
C0270853,"Myoclonic Epilepsy, Juvenile",3786
C0270853,"Myoclonic Epilepsy, Juvenile",785
C0270853,"Myoclonic Epilepsy, Juvenile",8629
C0162820,"Dermatitis, Allergic Contact",10135
C0162820,"Dermatitis, Allergic Contact",10203
C0162820,"Dermatitis, Allergic Contact",10261
C0162820,"Dermatitis, Allergic Contact",10437
C0162820,"Dermatitis, Allergic Contact",10549
C0162820,"Dermatitis, Allergic Contact",1075
C0162820,"Dermatitis, Allergic Contact",10875
C0162820,"Dermatitis, Allergic Contact",10981
C0162820,"Dermatitis, Allergic Contact",1154
C0162820,"Dermatitis, Allergic Contact",133418
C0162820,"Dermatitis, Allergic Contact",1390
C0162820,"Dermatitis, Allergic Contact",1543
C0162820,"Dermatitis, Allergic Contact",156
C0162820,"Dermatitis, Allergic Contact",2114
C0162820,"Dermatitis, Allergic Contact",2162
C0162820,"Dermatitis, Allergic Contact",2215
C0162820,"Dermatitis, Allergic Contact",22822
C0162820,"Dermatitis, Allergic Contact",23460
C0162820,"Dermatitis, Allergic Contact",2533
C0162820,"Dermatitis, Allergic Contact",25797
C0162820,"Dermatitis, Allergic Contact",26034
C0162820,"Dermatitis, Allergic Contact",2920
C0162820,"Dermatitis, Allergic Contact",3290
C0162820,"Dermatitis, Allergic Contact",3458
C0162820,"Dermatitis, Allergic Contact",3552
C0162820,"Dermatitis, Allergic Contact",3558
C0162820,"Dermatitis, Allergic Contact",3559
C0162820,"Dermatitis, Allergic Contact",3565
C0162820,"Dermatitis, Allergic Contact",3567
C0162820,"Dermatitis, Allergic Contact",3586
C0162820,"Dermatitis, Allergic Contact",3684
C0162820,"Dermatitis, Allergic Contact",4084
C0162820,"Dermatitis, Allergic Contact",4222
C0162820,"Dermatitis, Allergic Contact",4360
C0162820,"Dermatitis, Allergic Contact",4780
C0162820,"Dermatitis, Allergic Contact",4814
C0162820,"Dermatitis, Allergic Contact",4926
C0162820,"Dermatitis, Allergic Contact",5067
C0162820,"Dermatitis, Allergic Contact",51284
C0162820,"Dermatitis, Allergic Contact",5292
C0162820,"Dermatitis, Allergic Contact",5327
C0162820,"Dermatitis, Allergic Contact",596
C0162820,"Dermatitis, Allergic Contact",5996
C0162820,"Dermatitis, Allergic Contact",6303
C0162820,"Dermatitis, Allergic Contact",6363
C0162820,"Dermatitis, Allergic Contact",63924
C0162820,"Dermatitis, Allergic Contact",6401
C0162820,"Dermatitis, Allergic Contact",6480
C0162820,"Dermatitis, Allergic Contact",6515
C0162820,"Dermatitis, Allergic Contact",654
C0162820,"Dermatitis, Allergic Contact",6696
C0162820,"Dermatitis, Allergic Contact",6769
C0162820,"Dermatitis, Allergic Contact",7124
C0162820,"Dermatitis, Allergic Contact",7130
C0162820,"Dermatitis, Allergic Contact",729230
C0162820,"Dermatitis, Allergic Contact",7378
C0162820,"Dermatitis, Allergic Contact",80150
C0162820,"Dermatitis, Allergic Contact",8140
C0162820,"Dermatitis, Allergic Contact",841
C0162820,"Dermatitis, Allergic Contact",8564
C0162820,"Dermatitis, Allergic Contact",8651
C0162820,"Dermatitis, Allergic Contact",8835
C0162820,"Dermatitis, Allergic Contact",915
C0162820,"Dermatitis, Allergic Contact",9168
C0162820,"Dermatitis, Allergic Contact",9235
C0162820,"Dermatitis, Allergic Contact",948
C0021841,Intestinal Neoplasms,1026
C0021841,Intestinal Neoplasms,1027
C0021841,Intestinal Neoplasms,1499
C0021841,Intestinal Neoplasms,324
C0021841,Intestinal Neoplasms,4583
C0021841,Intestinal Neoplasms,5578
C0021841,Intestinal Neoplasms,5580
C0021841,Intestinal Neoplasms,581
C0021841,Intestinal Neoplasms,596
C0021841,Intestinal Neoplasms,7507
C0021841,Intestinal Neoplasms,9971
C0007193,"Cardiomyopathy, Dilated",10102
C0007193,"Cardiomyopathy, Dilated",137735
C0007193,"Cardiomyopathy, Dilated",1440
C0007193,"Cardiomyopathy, Dilated",150094
C0007193,"Cardiomyopathy, Dilated",153
C0007193,"Cardiomyopathy, Dilated",154
C0007193,"Cardiomyopathy, Dilated",1674
C0007193,"Cardiomyopathy, Dilated",1756
C0007193,"Cardiomyopathy, Dilated",1824
C0007193,"Cardiomyopathy, Dilated",1832
C0007193,"Cardiomyopathy, Dilated",1956
C0007193,"Cardiomyopathy, Dilated",282996
C0007193,"Cardiomyopathy, Dilated",2876
C0007193,"Cardiomyopathy, Dilated",355
C0007193,"Cardiomyopathy, Dilated",356
C0007193,"Cardiomyopathy, Dilated",3688
C0007193,"Cardiomyopathy, Dilated",3757
C0007193,"Cardiomyopathy, Dilated",4000
C0007193,"Cardiomyopathy, Dilated",4306
C0007193,"Cardiomyopathy, Dilated",4607
C0007193,"Cardiomyopathy, Dilated",4624
C0007193,"Cardiomyopathy, Dilated",4625
C0007193,"Cardiomyopathy, Dilated",472
C0007193,"Cardiomyopathy, Dilated",4878
C0007193,"Cardiomyopathy, Dilated",4879
C0007193,"Cardiomyopathy, Dilated",55759
C0007193,"Cardiomyopathy, Dilated",5663
C0007193,"Cardiomyopathy, Dilated",5664
C0007193,"Cardiomyopathy, Dilated",5879
C0007193,"Cardiomyopathy, Dilated",5894
C0007193,"Cardiomyopathy, Dilated",5973
C0007193,"Cardiomyopathy, Dilated",6331
C0007193,"Cardiomyopathy, Dilated",6389
C0007193,"Cardiomyopathy, Dilated",64651
C0007193,"Cardiomyopathy, Dilated",6584
C0007193,"Cardiomyopathy, Dilated",6648
C0007193,"Cardiomyopathy, Dilated",70
C0007193,"Cardiomyopathy, Dilated",7112
C0007193,"Cardiomyopathy, Dilated",7134
C0007193,"Cardiomyopathy, Dilated",7137
C0007193,"Cardiomyopathy, Dilated",7139
C0007193,"Cardiomyopathy, Dilated",7273
C0007193,"Cardiomyopathy, Dilated",7709
C0007193,"Cardiomyopathy, Dilated",7840
C0007193,"Cardiomyopathy, Dilated",84665
C0007193,"Cardiomyopathy, Dilated",948
C0007193,"Cardiomyopathy, Dilated",9531
C0752166,Bardet-Biedl Syndrome,10806
C0752166,Bardet-Biedl Syndrome,11020
C0752166,Bardet-Biedl Syndrome,123016
C0752166,Bardet-Biedl Syndrome,129880
C0752166,Bardet-Biedl Syndrome,166379
C0752166,Bardet-Biedl Syndrome,22954
C0752166,Bardet-Biedl Syndrome,26160
C0752166,Bardet-Biedl Syndrome,27241
C0752166,Bardet-Biedl Syndrome,4867
C0752166,Bardet-Biedl Syndrome,51057
C0752166,Bardet-Biedl Syndrome,54585
C0752166,Bardet-Biedl Syndrome,54903
C0752166,Bardet-Biedl Syndrome,55212
C0752166,Bardet-Biedl Syndrome,582
C0752166,Bardet-Biedl Syndrome,583
C0752166,Bardet-Biedl Syndrome,585
C0752166,Bardet-Biedl Syndrome,79738
C0752166,Bardet-Biedl Syndrome,80184
C0752166,Bardet-Biedl Syndrome,8195
C0752166,Bardet-Biedl Syndrome,84100
C0752166,Bardet-Biedl Syndrome,91147
C0752166,Bardet-Biedl Syndrome,92482
C0025202,Melanoma,10013
C0025202,Melanoma,1017
C0025202,Melanoma,1028
C0025202,Melanoma,1029
C0025202,Melanoma,10397
C0025202,Melanoma,10481
C0025202,Melanoma,10557
C0025202,Melanoma,10589
C0025202,Melanoma,10743
C0025202,Melanoma,10855
C0025202,Melanoma,10963
C0025202,Melanoma,11098
C0025202,Melanoma,11141
C0025202,Melanoma,114795
C0025202,Melanoma,115265
C0025202,Melanoma,116071
C0025202,Melanoma,116150
C0025202,Melanoma,1191
C0025202,Melanoma,1207
C0025202,Melanoma,126129
C0025202,Melanoma,1280
C0025202,Melanoma,128611
C0025202,Melanoma,128869
C0025202,Melanoma,130540
C0025202,Melanoma,1356
C0025202,Melanoma,142
C0025202,Melanoma,1437
C0025202,Melanoma,1440
C0025202,Melanoma,1474
C0025202,Melanoma,1493
C0025202,Melanoma,1545
C0025202,Melanoma,160762
C0025202,Melanoma,161291
C0025202,Melanoma,1630
C0025202,Melanoma,170589
C0025202,Melanoma,172
C0025202,Melanoma,1740
C0025202,Melanoma,1823
C0025202,Melanoma,1869
C0025202,Melanoma,1896
C0025202,Melanoma,202559
C0025202,Melanoma,2033
C0025202,Melanoma,2035
C0025202,Melanoma,2056
C0025202,Melanoma,2057
C0025202,Melanoma,2066
C0025202,Melanoma,2067
C0025202,Melanoma,2150
C0025202,Melanoma,2185
C0025202,Melanoma,2194
C0025202,Melanoma,220929
C0025202,Melanoma,221074
C0025202,Melanoma,221079
C0025202,Melanoma,221294
C0025202,Melanoma,222537
C0025202,Melanoma,222546
C0025202,Melanoma,22914
C0025202,Melanoma,2321
C0025202,Melanoma,23270
C0025202,Melanoma,23512
C0025202,Melanoma,23532
C0025202,Melanoma,23742
C0025202,Melanoma,245806
C0025202,Melanoma,25797
C0025202,Melanoma,25842
C0025202,Melanoma,25913
C0025202,Melanoma,26227
C0025202,Melanoma,26472
C0025202,Melanoma,26503
C0025202,Melanoma,26507
C0025202,Melanoma,2739
C0025202,Melanoma,2767
C0025202,Melanoma,2776
C0025202,Melanoma,283130
C0025202,Melanoma,283316
C0025202,Melanoma,285761
C0025202,Melanoma,2903
C0025202,Melanoma,29103
C0025202,Melanoma,2913
C0025202,Melanoma,29901
C0025202,Melanoma,30062
C0025202,Melanoma,3066
C0025202,Melanoma,3205
C0025202,Melanoma,3238
C0025202,Melanoma,328
C0025202,Melanoma,3371
C0025202,Melanoma,338398
C0025202,Melanoma,340273
C0025202,Melanoma,3439
C0025202,Melanoma,3440
C0025202,Melanoma,3442
C0025202,Melanoma,3456
C0025202,Melanoma,3458
C0025202,Melanoma,3558
C0025202,Melanoma,356
C0025202,Melanoma,3619
C0025202,Melanoma,3820
C0025202,Melanoma,3958
C0025202,Melanoma,402
C0025202,Melanoma,405
C0025202,Melanoma,4157
C0025202,Melanoma,4193
C0025202,Melanoma,4217
C0025202,Melanoma,4241
C0025202,Melanoma,4293
C0025202,Melanoma,4317
C0025202,Melanoma,434
C0025202,Melanoma,4507
C0025202,Melanoma,4600
C0025202,Melanoma,4647
C0025202,Melanoma,472
C0025202,Melanoma,4763
C0025202,Melanoma,4794
C0025202,Melanoma,4878
C0025202,Melanoma,4893
C0025202,Melanoma,5078
C0025202,Melanoma,5080
C0025202,Melanoma,51151
C0025202,Melanoma,5133
C0025202,Melanoma,51501
C0025202,Melanoma,5305
C0025202,Melanoma,5332
C0025202,Melanoma,53353
C0025202,Melanoma,5443
C0025202,Melanoma,54663
C0025202,Melanoma,5468
C0025202,Melanoma,54790
C0025202,Melanoma,55014
C0025202,Melanoma,55149
C0025202,Melanoma,55331
C0025202,Melanoma,5537
C0025202,Melanoma,55504
C0025202,Melanoma,55862
C0025202,Melanoma,5604
C0025202,Melanoma,5605
C0025202,Melanoma,56128
C0025202,Melanoma,56925
C0025202,Melanoma,57016
C0025202,Melanoma,57120
C0025202,Melanoma,5728
C0025202,Melanoma,5743
C0025202,Melanoma,57678
C0025202,Melanoma,57700
C0025202,Melanoma,5796
C0025202,Melanoma,5800
C0025202,Melanoma,58189
C0025202,Melanoma,5879
C0025202,Melanoma,5880
C0025202,Melanoma,5909
C0025202,Melanoma,5922
C0025202,Melanoma,6098
C0025202,Melanoma,6188
C0025202,Melanoma,6392
C0025202,Melanoma,64215
C0025202,Melanoma,64799
C0025202,Melanoma,6494
C0025202,Melanoma,6528
C0025202,Melanoma,6538
C0025202,Melanoma,6565
C0025202,Melanoma,673
C0025202,Melanoma,6790
C0025202,Melanoma,6850
C0025202,Melanoma,6860
C0025202,Melanoma,7001
C0025202,Melanoma,7015
C0025202,Melanoma,7099
C0025202,Melanoma,7124
C0025202,Melanoma,7157
C0025202,Melanoma,7299
C0025202,Melanoma,7365
C0025202,Melanoma,740
C0025202,Melanoma,7424
C0025202,Melanoma,7517
C0025202,Melanoma,7536
C0025202,Melanoma,79068
C0025202,Melanoma,79633
C0025202,Melanoma,7980
C0025202,Melanoma,79852
C0025202,Melanoma,80070
